Country,Year,Total,Total Including Landuse,CO2 Only
Burkina Faso,2009,20.5155,32.7684,1.6635
Burkina Faso,2010,21.2867,33.4743,1.6818
Burkina Faso,2011,21.6439,33.8518,1.9309
Burkina Faso,2012,21.0974,33.0099,1.406
Burundi,1990,2.2998,11.2182,0.2931
Burundi,1991,2.3992,7.583,0.3371
Burundi,1992,2.4346,7.6809,0.3114
Burundi,1993,2.4651,7.7737,0.3298
Burundi,1994,2.4084,7.7794,0.3334
Burundi,1995,2.4769,7.9102,0.3261
Burundi,1996,2.4263,7.928,0.3224
Burundi,1997,2.4096,7.9824,0.3078
Burundi,1998,2.2843,7.9395,0.2931
Burundi,1999,2.2666,7.9668,0.2858
Burundi,2000,2.2573,8.0379,0.2931
Burundi,2001,2.1549,6.6262,0.2088
Burundi,2002,2.037,6.5091,0.2125
Burundi,2003,1.9545,6.4337,0.1612
Burundi,2004,1.994,6.4652,0.1979
Burundi,2005,1.9516,6.3485,0.1539
Burundi,2006,2.0762,6.0572,0.1869
Burundi,2007,2.1385,6.0947,0.1905
Burundi,2008,2.2695,6.3089,0.1942
Burundi,2009,2.3715,6.3627,0.1905
Burundi,2010,2.5469,6.5288,0.1979
Burundi,2011,2.7115,6.6816,0.2088
Burundi,2012,2.9333,6.909,0.3151
Cambodia,1990,14.5144,42.4846,0.4507
Cambodia,1991,14.3863,42.0574,0.4617
Cambodia,1992,14.9826,42.5985,0.4763
Cambodia,1993,15.7943,43.3549,0.4763
Cambodia,1994,14.9199,42.4253,0.5386
Cambodia,1995,17.7628,45.213,1.5213
Cambodia,1996,17.7476,44.559,1.6289
Cambodia,1997,17.9058,45.6537,1.7133
Cambodia,1998,17.9828,48.7251,1.9433
Cambodia,1999,19.0417,48.1868,1.9
Cambodia,2000,18.0728,46.7366,1.96
Cambodia,2001,18.5477,49.5932,2.14
Cambodia,2002,19.064,50.2019,2.2
Cambodia,2003,20.299,51.3292,2.37
Cambodia,2004,21.1982,52.6052,2.37
Cambodia,2005,21.5509,52.8344,2.64
Cambodia,2006,22.9457,45.955,2.95
Cambodia,2007,24.3402,47.8463,3.434
Cambodia,2008,24.4993,47.4475,3.9147
Cambodia,2009,24.6189,47.7254,4.1053
Cambodia,2010,25.2809,48.6323,4.152
Cambodia,2011,26.7868,50.2003,4.422
Cambodia,2012,25.8477,49.1161,4.17
Cameroon,1990,75.4532,187.6035,2.9814
Cameroon,1991,75.129,187.2709,2.7201
Cameroon,1992,75.0702,187.2036,2.6078
Cameroon,1993,79.2089,191.3339,6.7264
Cameroon,1994,79.8883,192.0049,7.3329
Cameroon,1995,79.7294,191.8376,7.1803
Cameroon,1996,78.7354,191.1126,6.3586
Cameroon,1997,79.4551,191.7402,6.6462
Cameroon,1998,80.7267,195.1086,6.8185
Cameroon,1999,80.7347,193.9324,6.5934
Cameroon,2000,82.4186,195.1849,6.7833
Cameroon,2001,81.8015,192.9056,6.4196
Cameroon,2002,81.3475,192.4864,6.3045
Cameroon,2003,82.2693,194.0732,6.2016
Cameroon,2004,81.5207,192.8013,6.6178
Cameroon,2005,83.0379,194.8888,6.7094
Cameroon,2006,82.6971,193.6696,7.049
Cameroon,2007,83.5848,194.4266,8.1223
Cameroon,2008,82.7044,193.3223,8.199
Cameroon,2009,83.1967,194.0263,8.729
Cameroon,2010,81.6772,192.2863,8.2773
Cameroon,2011,82.4849,192.5725,8.3486
Cameroon,2012,81.1178,191.1992,7.0162
Canada,1990,568.7942,681.9262,438.1553
Canada,1991,565.1766,602.9798,431.5508
Canada,1992,579.7651,617.5682,442.4735
Canada,1993,582.2501,620.0533,441.872
Canada,1994,602.4462,640.2493,459.3156
Canada,1995,618.7421,656.5452,470.5423
Canada,1996,637.6975,665.4167,486.1963
Canada,1997,654.7435,670.4576,503.2395
Canada,1998,663.191,741.4369,509.1664
Canada,1999,672.3255,707.24,518.6187
Canada,2000,692.3728,707.0039,539.2344
Canada,2001,684.7041,922.6703,530.506
Canada,2002,693.9683,984.4562,537.0622
Canada,2003,717.3127,1002.776,559.4443
Canada,2004,714.0999,979.194,553.7458
Canada,2005,722.5742,989.3709,559.6163
Canada,2006,711.8873,852.3843,551.2984
Canada,2007,745.1121,872.571,580.3332
Canada,2008,728.5308,862.57,564.2874
Canada,2009,691.5856,796.0193,528.2556
Canada,2010,704.8685,860.4351,540.3461
Canada,2011,713.8695,843.0881,545.6601
Canada,2012,714.1185,856.2776,543.0242
Cape Verde,1990,0.2088,0.2064,0.0879
Cape Verde,1991,0.2209,-0.2843,0.0916
Cape Verde,1992,0.2595,-0.2459,0.1026
Cape Verde,1993,0.2616,-0.2649,0.1026
Cape Verde,1994,0.2494,-0.2564,0.1099
Cape Verde,1995,0.2785,-0.2275,0.1136
Cape Verde,1996,0.27,-0.2572,0.1392
Cape Verde,1997,0.2859,-0.2205,0.1429
Cape Verde,1998,0.3111,-0.1955,0.1539
Cape Verde,1999,0.3337,-0.1941,0.1722
Cape Verde,2000,0.3416,-0.1654,0.1869
Cape Verde,2001,0.3689,0.2957,0.2088
Cape Verde,2002,0.4053,0.3321,0.2455
Cape Verde,2003,0.4143,0.341,0.2528
Cape Verde,2004,0.4338,0.3604,0.2638
Cape Verde,2005,0.4729,0.3995,0.2931
Cape Verde,2006,0.5015,0.4283,0.3078
Cape Verde,2007,0.5767,0.5034,0.3701
Cape Verde,2008,0.508,0.4452,0.2858
Cape Verde,2009,0.5338,0.452,0.3041
Cape Verde,2010,0.5308,0.5207,0.2931
Cape Verde,2011,0.6656,0.6555,0.425
Cape Verde,2012,0.6304,0.4302,0.3857
Central African Republic,1990,36.1303,51.772,0.1979
Central African Republic,1991,37.1573,52.799,0.2052
Central African Republic,1992,37.9342,53.5758,0.2162
Central African Republic,1993,38.7057,54.3473,0.2235
Central African Republic,1994,39.539,55.1806,0.2345
Central African Republic,1995,40.3895,56.031,0.2345
Central African Republic,1996,40.6387,56.6967,0.2345
Central African Republic,1997,41.0727,59.9066,0.2455
Central African Republic,1998,43.1958,64.8931,0.2492
Central African Republic,1999,41.2267,61.6673,0.2638
Central African Republic,2000,44.3041,63.1576,0.2675
Central African Republic,2001,43.1985,56.4475,0.2455
Central African Republic,2002,41.4464,54.7743,0.2455
Central African Republic,2003,47.6618,61.3556,0.2345
Central African Republic,2004,44.0142,57.373,0.2125
Central African Republic,2005,46.4847,60.3416,0.2125
Central African Republic,2006,46.7877,60.8683,0.2272
Central African Republic,2007,47.8717,62.0712,0.2345
Central African Republic,2008,49.6199,63.836,0.2345
Central African Republic,2009,45.1342,59.2521,0.2345
Central African Republic,2010,47.9276,62.0838,0.2638
Central African Republic,2011,49.7376,63.8165,0.2858
Central African Republic,2012,46.4986,60.5178,0.435
Chad,1990,15.7408,33.8699,0.1466
Chad,1991,15.8984,33.9564,0.0696
Chad,1992,16.1186,34.1703,0.0879
Chad,1993,16.2964,34.3419,0.0989
Chad,1994,16.4744,34.5136,0.1026
Chad,1995,16.8152,34.8481,0.1026
Chad,1996,17.0201,35.3237,0.1063
Chad,1997,17.4739,36.7349,0.1136
Chad,1998,17.4625,39.9523,0.1136
Chad,1999,18.5045,40.8751,0.1209
Chad,2000,20.237,40.3268,0.1759
Chad,2001,20.4313,37.1822,0.1722
Chad,2002,23.4296,40.1979,0.1685
Chad,2003,25.7284,42.2903,0.3811
Chad,2004,26.6709,43.2061,0.3774
Chad,2005,28.9423,45.5204,0.3994
Chad,2006,28.0819,43.3792,0.4067
Chad,2007,28.9316,44.1196,0.4617
Chad,2008,28.4277,43.5435,0.5093
Chad,2009,26.8026,41.7843,0.491
Chad,2010,27.1618,42.2368,0.5166
Chad,2011,28.5853,43.8353,0.5386
Chad,2012,27.9992,43.2682,0.2643
Chile,1990,48.1935,53.2964,32.2099
Chile,1991,47.2329,34.5912,31.1758
Chile,1992,49.7936,37.1878,33.3907
Chile,1993,50.8828,38.3129,34.0525
Chile,1994,55.1029,42.569,37.7772
Chile,1995,58.1194,45.6215,40.4643
Chile,1996,64.6877,52.2058,46.9126
Chile,1997,71.7869,59.484,53.8339
Chile,1998,73.2239,60.8737,55.3408
Chile,1999,76.174,63.8994,58.3158
Chile,2000,71.6711,59.2974,53.9061
Chile,2001,70.065,62.893,52.0557
Chile,2002,71.3654,64.3187,53.0381
Chile,2003,73.3433,66.3228,54.9888
Chile,2004,79.1253,72.1055,59.7967
Chile,2005,79.6207,72.7063,60.3027
Chile,2006,81.3993,74.0216,61.9985
Chile,2007,87.5032,80.3992,67.9414
Chile,2008,90.7255,83.4988,70.4203
Chile,2009,87.5446,80.4296,67.2864
Chile,2010,92.1163,84.9096,71.747
Chile,2011,98.8166,91.7017,78.2721
Chile,2012,100.7262,93.7386,80.0006
China,1990,3320.9712,3218.4454,2349.5038
China,1991,3466.0402,3158.9492,2479.5967
China,1992,3616.3994,3306.6532,2615.5976
China,1993,3838.0066,3525.6052,2844.2972
China,1994,4006.7752,3691.7186,2984.8739
China,1995,4337.0352,4019.3234,3258.7787
China,1996,4437.0617,4116.7486,3335.3225
China,1997,4406.3963,4083.435,3317.7461
China,1998,4495.9839,4170.6184,3406.1909
China,1999,4431.0931,4102.9657,3325.5182
China,2000,4701.6462,4371.0546,3607.5575
China,2001,4872.4569,4504.5208,3725.5473
China,2002,5203.9884,4834.8575,3966.6604
China,2003,5886.8434,5520.3754,4606.2084
China,2004,6658.5136,6288.6606,5320.6349
China,2005,7345.0333,6974.0536,5935.7037
China,2006,7984.3251,7691.8339,6529.7785
China,2007,8477.3606,8185.0745,6994.716
China,2008,8745.9047,8455.1204,7187.6056
China,2009,9230.657,8939.8321,7612.1518
China,2010,9764.6808,9473.0467,8159.6833
China,2011,10595.7972,10304.1273,9000.7301
China,2012,10975.4987,10684.2866,9312.5329
Colombia,1990,117.1133,167.3159,49.6646
Colombia,1991,118.933,164.1966,51.4802
Colombia,1992,122.6285,167.8929,54.3478
Colombia,1993,129.4794,174.7445,59.95
Colombia,1994,131.8397,177.1054,61.0789
Colombia,1995,134.9297,180.1962,63.8231
Colombia,1996,136.7932,181.9972,64.4725
Colombia,1997,140.3204,185.8512,68.2476
Colombia,1998,142.7171,188.2703,69.7707
Colombia,1999,133.3719,178.7106,62.3029
Colombia,2000,137.0398,182.7133,64.8461
Colombia,2001,136.8689,182.631,63.5615
Colombia,2002,135.8228,181.326,61.3179
Colombia,2003,137.4546,183.3427,60.9943
Colombia,2004,138.8268,184.3523,61.4462
Colombia,2005,143.4303,188.8346,63.8187
Colombia,2006,144.3577,189.8015,63.7067
Colombia,2007,147.2332,192.9758,64.4997
Colombia,2008,148.0888,193.526,65.2171
Colombia,2009,150.6393,196.1295,66.4312
Colombia,2010,153.5762,199.0214,67.585
Colombia,2011,156.7318,202.118,74.3883
Colombia,2012,154.0684,199.6809,73.9625
Comoros,1990,0.2469,0.4311,0.0769
Comoros,1991,0.2478,0.4193,0.0769
Comoros,1992,0.2511,0.4248,0.0769
Comoros,1993,0.2584,0.4342,0.0769
Comoros,1994,0.2552,0.4333,0.0769
Comoros,1995,0.2641,0.4443,0.0806
Comoros,1996,0.2582,0.4407,0.066
Comoros,1997,0.2592,0.4438,0.066
Comoros,1998,0.2861,0.473,0.0733
Comoros,1999,0.2887,0.4777,0.0806
Comoros,2000,0.2833,0.473,0.0843
Comoros,2001,0.2883,0.6127,0.0879
Comoros,2002,0.3035,0.627,0.0916
Comoros,2003,0.3047,0.629,0.0989
Comoros,2004,0.3102,0.6332,0.1026
Comoros,2005,0.2979,0.6288,0.1099
Comoros,2006,0.3243,0.6273,0.1209
Comoros,2007,0.3039,0.5914,0.1172
Comoros,2008,0.3269,0.6052,0.1209
Comoros,2009,0.3298,0.5851,0.1209
Comoros,2010,0.3508,0.5903,0.1319
Comoros,2011,0.3896,0.6129,0.1576
Comoros,2012,0.3955,0.6027,0.1574
"Congo, Dem. Rep.",1990,33.9332,201.8696,3.1908
"Congo, Dem. Rep.",1991,32.5015,200.3891,1.7546
"Congo, Dem. Rep.",1992,32.5357,200.423,1.4979
"Congo, Dem. Rep.",1993,32.5706,200.4576,1.4433
"Congo, Dem. Rep.",1994,32.5615,200.4482,1.2943
"Congo, Dem. Rep.",1995,32.5564,200.4428,1.2572
"Congo, Dem. Rep.",1996,32.0393,200.7322,1.2709
"Congo, Dem. Rep.",1997,31.6599,206.3153,1.2123
"Congo, Dem. Rep.",1998,32.6962,208.112,1.336
"Congo, Dem. Rep.",1999,31.091,201.2221,1.3406
"Congo, Dem. Rep.",2000,30.4125,197.6179,0.9343
"Congo, Dem. Rep.",2001,32.3691,194.5003,0.8089
"Congo, Dem. Rep.",2002,31.1977,194.8633,0.9019
"Congo, Dem. Rep.",2003,33.5885,198.4622,1.1049
"Congo, Dem. Rep.",2004,35.5044,202.849,1.2115
"Congo, Dem. Rep.",2005,35.4532,202.1857,1.5401
"Congo, Dem. Rep.",2006,37.5326,207.2986,1.6301
"Congo, Dem. Rep.",2007,34.0056,198.6317,1.7738
"Congo, Dem. Rep.",2008,36.327,203.0166,1.8852
"Congo, Dem. Rep.",2009,36.7548,204.7401,1.9308
"Congo, Dem. Rep.",2010,38.0637,207.211,2.0755
"Congo, Dem. Rep.",2011,37.8475,208.3491,2.4905
"Congo, Dem. Rep.",2012,36.3119,201.5297,2.42
"Congo, Rep.",1990,2.5049,13.7834,0.8186
"Congo, Rep.",1991,4.7401,16.0186,3.0479
"Congo, Rep.",1992,4.7206,15.9991,3.0253
"Congo, Rep.",1993,4.7163,15.9949,3.0153
"Congo, Rep.",1994,4.6055,15.8841,2.9006
"Congo, Rep.",1995,4.5937,15.8723,2.8843
"Congo, Rep.",1996,4.4801,15.8203,2.8323
"Congo, Rep.",1997,5.0578,16.3955,3.3366
"Congo, Rep.",1998,5.0526,16.2935,3.2628
"Congo, Rep.",1999,4.7105,15.999,2.8887
"Congo, Rep.",2000,4.5592,15.718,2.8776
"Congo, Rep.",2001,4.4543,15.4969,2.9866
"Congo, Rep.",2002,4.4526,15.2617,2.7756
"Congo, Rep.",2003,4.9347,15.9708,2.9246
"Congo, Rep.",2004,4.7822,16.1103,2.8636
"Congo, Rep.",2005,6.9875,18.3862,4.8363
"Congo, Rep.",2006,7.2281,16.6995,4.9631
"Congo, Rep.",2007,7.1379,15.9784,5.0131
"Congo, Rep.",2008,7.4496,16.5115,5.2931
"Congo, Rep.",2009,7.5713,16.2911,5.3094
"Congo, Rep.",2010,7.2008,16.1707,4.8653
"Congo, Rep.",2011,7.2957,16.7137,4.8603
"Congo, Rep.",2012,7.6781,17.7169,4.929
Cook Islands,1990,0.0698,0.0709,0.022
Cook Islands,1991,0.0698,0.0508,0.022
Cook Islands,1992,0.0705,0.0716,0.022
Cook Islands,1993,0.0732,0.0543,0.022
Cook Islands,1994,0.0746,0.0757,0.022
Cook Islands,1995,0.0759,0.057,0.022
Cook Islands,1996,0.0775,0.0586,0.022
Cook Islands,1997,0.0767,0.0779,0.022
Cook Islands,1998,0.076,0.0571,0.022
Cook Islands,1999,0.0825,0.0836,0.0293
Cook Islands,2000,0.0817,0.0628,0.0293
Cook Islands,2001,0.0841,0.0853,0.033
Cook Islands,2002,0.0795,0.0806,0.0293
Cook Islands,2003,0.0781,0.0792,0.033
Cook Islands,2004,0.0998,0.1009,0.055
Cook Islands,2005,0.1061,0.1073,0.0623
Cook Islands,2006,0.1092,0.1046,0.066
Cook Islands,2007,0.1084,0.1039,0.066
Cook Islands,2008,0.1115,0.1069,0.0696
Cook Islands,2009,0.1108,0.1062,0.0696
Cook Islands,2010,0.1101,0.1055,0.0696
Cook Islands,2011,0.1097,0.1051,0.0696
Cook Islands,2012,0.19,0.1854,0.1503
Costa Rica,1990,8.2946,14.4554,2.9078
Costa Rica,1991,8.5398,14.7035,3.0881
Costa Rica,1992,9.6288,15.7955,4.1681
Costa Rica,1993,9.6835,15.8532,4.2087
Costa Rica,1994,10.0914,16.264,4.869
Costa Rica,1995,9.6991,15.8746,4.8324
Costa Rica,1996,9.5281,15.7019,4.544
Costa Rica,1997,9.5816,15.7688,4.519
Costa Rica,1998,10.2541,16.4676,5.0523
Costa Rica,1999,10.0392,16.2336,5.0696
Costa Rica,2000,9.8435,16.0399,4.974
Costa Rica,2001,10.1934,2.5729,5.4572
Costa Rica,2002,10.1761,2.514,5.5772
Costa Rica,2003,10.6138,2.9402,5.8543
Costa Rica,2004,10.8507,3.1922,6.1475
Costa Rica,2005,11.7528,4.0693,6.6866
Costa Rica,2006,11.552,3.9365,6.5962
Costa Rica,2007,12.9416,5.3277,7.7368
Costa Rica,2008,13.2539,5.6313,7.8358
Costa Rica,2009,12.5801,4.9848,7.0275
Costa Rica,2010,12.7848,5.1584,7.1675
Costa Rica,2011,13.3366,5.7112,7.4788
Costa Rica,2012,12.5767,4.9727,6.75
Cote d'Ivoire,1990,23.4771,24.6533,2.9692
Cote d'Ivoire,1991,24.0867,18.3753,3.0492
Cote d'Ivoire,1992,24.5851,18.872,3.0428
Cote d'Ivoire,1993,25.1832,19.4685,3.2192
Cote d'Ivoire,1994,26.1952,20.4788,3.6496
Cote d'Ivoire,1995,26.81,21.092,3.7683
Cote d'Ivoire,1996,26.1215,20.3003,4.3883
Cote d'Ivoire,1997,26.108,20.4629,5.3496
Cote d'Ivoire,1998,24.7651,19.4769,5.1624
Cote d'Ivoire,1999,25.3232,20.034,7.0024
Cote d'Ivoire,2000,23.9583,18.5157,6.6424
Cote d'Ivoire,2001,24.3081,15.2907,6.5724
Cote d'Ivoire,2002,25.632,16.4729,6.6924
Cote d'Ivoire,2003,24.5429,15.4206,5.4724
Cote d'Ivoire,2004,24.3815,15.1908,5.7424
Cote d'Ivoire,2005,26.4065,17.2955,6.1224
Cote d'Ivoire,2006,26.3637,31.898,5.7995
Cote d'Ivoire,2007,26.505,32.1994,5.7745
Cote d'Ivoire,2008,27.7365,33.3479,6.5195
Cote d'Ivoire,2009,27.523,33.0349,6.0492
Cote d'Ivoire,2010,28.057,33.5445,6.3492
Cote d'Ivoire,2011,28.1033,33.5871,5.9902
Cote d'Ivoire,2012,30.1929,35.7764,7.83
Croatia,1990,,,22.9135
Croatia,1991,,,16.9743
Croatia,1992,22.7575,22.7703,16.0494
Croatia,1993,22.7589,11.2764,16.5791
Croatia,1994,21.8515,10.3307,15.9923
Croatia,1995,22.1923,10.6333,16.65
Croatia,1996,22.0052,10.3999,16.5097
Croatia,1997,24.1413,12.5102,18.3226
Croatia,1998,24.9419,13.334,19.5132
Croatia,1999,25.124,13.4049,19.652
Croatia,2000,24.6254,12.8939,19.0816
Croatia,2001,25.7247,14.2037,20.1358
Croatia,2002,27.1004,15.5424,21.2318
Croatia,2003,28.6641,17.071,22.751
Croatia,2004,28.572,16.9354,22.298
Croatia,2005,28.6384,16.9671,22.4631
Croatia,2006,29.2323,17.7119,22.5517
Croatia,2007,30.6118,19.0846,23.838
Croatia,2008,29.8885,18.3027,22.7837
Croatia,2009,27.2151,15.5876,21.1743
Croatia,2010,26.4706,14.8075,20.3364
Croatia,2011,26.4972,14.8109,20.1147
Croatia,2012,23.4711,11.754,17.19
Cuba,1990,52.7718,38.4853,35.2849
Cuba,1991,44.4236,22.5471,27.5766
Cuba,1992,38.6935,16.2914,22.2466
Cuba,1993,35.1284,12.2005,20.144
Cuba,1994,36.5714,13.1191,21.6586
Cuba,1995,37.3982,13.4217,23.1428
Cuba,1996,39.9957,15.487,25.0855
Cuba,1997,42.7024,17.6616,27.5131
Cuba,1998,42.3366,16.8145,27.0658
Cuba,1999,42.8988,16.8623,27.9324
Cuba,2000,43.4071,16.8658,28.3055
Cuba,2001,42.5345,19.994,27.4216
Cuba,2002,41.1807,18.2753,26.2516
Cuba,2003,40.5696,17.2947,25.6726
Cuba,2004,40.0304,16.4337,25.4119
Cuba,2005,40.2409,16.3491,26.2525
Cuba,2006,41.2134,31.0306,26.7421
Cuba,2007,42.2491,32.0285,27.5697
Cuba,2008,41.1448,30.8935,26.1221
Cuba,2009,48.9822,38.8352,33.5118
Cuba,2010,46.321,36.07,30.8198
Cuba,2011,45.4958,35.331,29.4416
Cuba,2012,45.0449,34.7923,28.8928
Cyprus,1990,4.9977,4.9927,4.4243
Cyprus,1991,5.556,5.4894,4.9743
Cyprus,1992,5.9094,5.8433,5.2843
Cyprus,1993,6.0936,6.0274,5.4623
Cyprus,1994,6.3023,6.2361,5.654
Cyprus,1995,6.1881,6.1218,5.5393
Cyprus,1996,6.5034,6.437,5.8283
Cyprus,1997,6.5721,6.506,5.9043
Cyprus,1998,7.0756,7.0091,6.3909
Cyprus,1999,7.3179,7.2513,6.6252
Cyprus,2000,7.6478,7.5812,6.9662
Cyprus,2001,7.5471,7.4341,6.8415
Cyprus,2002,7.7766,7.6634,7.0281
Cyprus,2003,8.5882,8.4753,7.7971
Cyprus,2004,8.4841,8.3702,7.7127
Cyprus,2005,8.6574,8.5433,7.8877
Cyprus,2006,8.7073,8.594,7.9504
Cyprus,2007,9.071,8.9582,8.2943
Cyprus,2008,9.2368,9.1232,8.4653
Cyprus,2009,8.9738,8.8602,8.1765
Cyprus,2010,8.6992,8.5861,7.8632
Cyprus,2011,8.4941,8.3803,7.6462
Cyprus,2012,7.3362,7.223,6.46
Czech Republic,1990,,,152.0733
Czech Republic,1991,,,138.4245
Czech Republic,1992,,,133.7098
Czech Republic,1993,152.5433,152.7341,130.6557
Czech Republic,1994,145.5287,132.9014,124.8017
Czech Republic,1995,147.1994,134.5645,127.3836
Czech Republic,1996,149.2191,136.5765,129.4088
Czech Republic,1997,146.1793,133.5291,127.0092
Czech Republic,1998,138.5939,125.936,119.8637
Czech Republic,1999,132.1836,119.5182,113.7441
Czech Republic,2000,142.7677,130.0943,124.4508
Czech Republic,2001,142.7017,130.5421,123.9797
Czech Republic,2002,137.7788,125.6019,119.9748
Czech Republic,2003,141.5853,129.3912,123.7541
Czech Republic,2004,142.8593,130.6477,124.9789
Czech Republic,2005,139.9354,127.7066,122.1322
Czech Republic,2006,140.5217,128.8001,122.7841
Czech Republic,2007,142.7526,131.0158,124.8602
Czech Republic,2008,137.5686,125.814,119.8586
Czech Republic,2009,129.6224,117.8546,112.0737
Czech Republic,2010,133.443,121.6553,116.0071
Czech Republic,2011,132.4007,120.5962,114.7789
Czech Republic,2012,127.1565,115.3366,109.6788
Denmark,1990,66.1638,67.4119,51.6751
Denmark,1991,76.5713,77.0728,62.118
Denmark,1992,70.6121,71.1051,56.4288
Denmark,1993,73.2765,73.7611,58.8278
Denmark,1994,77.0897,77.5658,62.785
Denmark,1995,74.0596,74.5274,59.7351
Denmark,1996,87.3611,87.8204,72.9684
Denmark,1997,77.9511,78.4019,63.5238
Denmark,1998,73.8951,74.3374,59.4431
Denmark,1999,70.5852,71.0191,56.4755
Denmark,2000,66.4776,66.903,52.2734
Denmark,2001,67.5213,61.9191,53.4056
Denmark,2002,66.9248,61.1069,53.5118
Denmark,2003,72.2933,66.2597,58.7395
Denmark,2004,66.3474,60.1021,53.3134
Denmark,2005,62.6237,56.1587,49.8434
Denmark,2006,70.7364,71.9324,58.0332
Denmark,2007,66.1437,67.3357,53.2761
Denmark,2008,63.0511,64.245,50.1338
Denmark,2009,60.5447,61.7365,47.8403
Denmark,2010,61.4707,62.6624,48.5931
Denmark,2011,56.0342,57.2257,43.1328
Denmark,2012,51.1418,52.3332,38.192
Djibouti,1990,0.9484,0.9484,0.3774
Djibouti,1991,0.9573,0.9573,0.3811
Djibouti,1992,0.9726,0.9726,0.392
Djibouti,1993,0.9996,0.9996,0.4067
Djibouti,1994,1.0151,1.0151,0.403
Djibouti,1995,1.0516,1.0516,0.3994
Djibouti,1996,1.0881,1.0881,0.4067
Djibouti,1997,1.0562,1.0562,0.3664
Djibouti,1998,1.0979,1.0979,0.392
Djibouti,1999,1.1563,1.1563,0.4214
Djibouti,2000,1.1018,1.1018,0.3627
Djibouti,2001,1.0643,1.0643,0.3261
Djibouti,2002,1.1453,1.1453,0.4067
Djibouti,2003,1.172,1.172,0.4287
Djibouti,2004,1.1616,1.1616,0.4104
Djibouti,2005,1.1747,1.1747,0.4214
Djibouti,2006,1.1654,1.1654,0.4177
Djibouti,2007,1.2129,1.2129,0.4617
Djibouti,2008,1.2543,1.2543,0.4983
Djibouti,2009,1.2234,1.2234,0.4617
Djibouti,2010,1.2821,1.2821,0.5166
Djibouti,2011,1.2411,1.2411,0.4727
Djibouti,2012,2.5752,2.5752,1.7963
Dominica,1990,0.1732,0.1205,0.0586
Dominica,1991,0.1742,0.1205,0.0586
Dominica,1992,0.1721,0.0954,0.0586
Dominica,1993,0.1759,0.1251,0.0623
Dominica,1994,0.1823,0.1329,0.0696
Dominica,1995,0.189,0.1159,0.0806
Dominica,1996,0.1808,0.1342,0.0733
Dominica,1997,0.1886,0.1436,0.0806
Dominica,1998,0.185,0.1154,0.0769
Dominica,1999,0.1887,0.1464,0.0806
Dominica,2000,0.2107,0.1699,0.1026
Dominica,2001,0.222,0.206,0.1136
Dominica,2002,0.2059,0.2173,0.1026
Dominica,2003,0.2178,0.2301,0.1136
Dominica,2004,0.2147,0.2008,0.1099
Dominica,2005,0.2187,0.2326,0.1136
Dominica,2006,0.2144,0.2963,0.1099
Dominica,2007,0.2581,0.3127,0.1502
Dominica,2008,0.2338,0.3156,0.1282
Dominica,2009,0.2337,0.3074,0.1282
Dominica,2010,0.2412,0.3149,0.1356
Dominica,2011,0.2312,0.3049,0.1246
Dominica,2012,0.2395,0.3187,0.1321
Dominican Republic,1990,15.2209,18.5741,7.9276
Dominican Republic,1991,16.1207,16.1429,8.2756
Dominican Republic,1992,17.8136,17.8358,9.6815
Dominican Republic,1993,17.8369,17.8591,9.5639
Dominican Republic,1994,19.7229,19.7451,11.1775
Dominican Republic,1995,20.7063,20.7285,11.9055
Dominican Republic,1996,21.7621,21.7821,12.7871
Dominican Republic,1997,23.5295,23.5772,14.566
Dominican Republic,1998,24.2851,24.3127,15.318
Dominican Republic,1999,24.4095,24.439,16.1358
Dominican Republic,2000,25.322,25.3526,17.3894
Dominican Republic,2001,25.6198,25.6284,17.2067
Dominican Republic,2002,27.9826,27.9828,19.0606
Dominican Republic,2003,26.6803,26.6856,17.9073
Dominican Republic,2004,26.1466,26.1478,16.7027
Dominican Republic,2005,28.0185,28.1946,18.715
Dominican Republic,2006,29.854,29.8561,20.2533
Dominican Republic,2007,30.6944,30.6999,20.2945
Dominican Republic,2008,30.9892,30.9945,20.4232
Dominican Republic,2009,30.5624,30.5631,19.6449
Dominican Republic,2010,31.6802,31.685,20.4249
Dominican Republic,2011,31.8782,31.8898,20.6549
Dominican Republic,2012,31.1832,31.1844,19.81
Ecuador,1990,29.2263,108.6603,15.7813
Ecuador,1991,30.2975,109.8765,16.3401
Ecuador,1992,31.8943,111.6182,17.4221
Ecuador,1993,31.4972,111.366,16.4494
Ecuador,1994,32.9501,112.9638,17.4424
Ecuador,1995,36.0233,116.1818,20.2328
Ecuador,1996,40.3065,120.6099,24.0883
Ecuador,1997,40.9692,121.4103,24.6519
Ecuador,1998,42.5141,123.1036,26.2154
Ecuador,1999,36.7617,117.4917,20.5952
Ecuador,2000,37.7199,118.5894,22.4743
Ecuador,2001,40.3866,123.1457,23.6029
Ecuador,2002,40.5995,123.4133,24.1932
Ecuador,2003,40.5586,123.4565,24.2523
Ecuador,2004,43.073,126.0663,26.0655
Ecuador,2005,44.6839,127.7737,28.1224
Ecuador,2006,47.3648,129.7412,30.4987
Ecuador,2007,46.9896,129.4807,30.6126
Ecuador,2008,49.2,131.806,32.3475
Ecuador,2009,51.1834,133.9175,33.6663
Ecuador,2010,53.9646,136.8024,35.8251
Ecuador,2011,54.0923,137.0468,35.8704
Ecuador,2012,54.972,138.1583,36.9867
Egypt,1990,123.7064,123.7066,88.6926
